Word,Female,Male
doesnt,0,11
inhous,9,13
ca,2,6
rival,17,102
visavi,2,13
twoasset,0,9
imprison,0,31
freerid,13,37
ivol,0,8
broader,71,209
amongst,18,74
wheel,4,13
nonequ,0,8
highturnov,0,6
outofsampl,23,150
steepen,1,6
rollov,13,52
reconsid,5,48
quantitydemand,0,6
reproduct,7,31
helpman,3,24
lockup,0,14
tempt,1,8
fullinform,3,14
preexist,20,117
contagi,8,21
version,86,490
freezeout,0,7
enhanc,128,504
withinlab,0,6
capitalabund,2,6
entri,321,1229
postquart,0,6
employerprovid,18,53
aco,0,9
uninsur,130,266
realist,28,200
populationwid,4,10
creditor,58,216
ln,0,9
dozen,12,17
malaysia,3,20
famous,20,33
stem,49,255
introductori,2,25
deplet,1,39
decompos,61,299
citycohort,0,8
interfac,0,11
personspecif,4,13
notch,0,39
customerspecif,0,6
destabil,4,41
dissip,10,53
earlylif,5,14
confid,31,218
cah,0,6
stambaughyuan,0,6
searcher,6,14
intratempor,0,36
pc,0,34
recommend,66,210
lp,0,6
workfar,1,11
robert,1,34
arrest,71,84
prototyp,7,30
live,363,905
restraint,3,40
freehold,0,21
casual,5,29
proposit,22,170
luxuri,9,28
ratchet,0,10
d,56,235
parliament,6,43
authoritarian,3,8
indemn,0,22
stateyear,4,13
graft,2,14
gradelevel,0,7
insampl,6,29
plaintiff,5,57
supervisori,3,61
antismok,19,36
bought,11,25
csi,0,6
postinvest,0,10
fortun,16,43
climatechang,2,8
nash,15,83
oscil,5,13
indistinguish,8,22
provid,1522,6167
genderbas,10,6
distast,2,7
yemenit,0,6
autark,2,6
sibl,72,148
buyin,0,9
here,65,374
intrast,0,12
sdp,0,6
lanka,4,9
loanlevel,0,28
delet,6,29
bretton,5,61
ramp,0,7
highproduct,5,9
smuggl,6,34
respiratori,9,31
imbed,0,6
cashonhand,0,7
stood,0,7
irv,1,14
tiebout,0,20
entic,0,6
toolbox,2,7
tv,5,29
intim,7,10
cigarett,91,526
easytoimpl,0,7
charact,3,57
ssa,6,18
laborlabor,0,6
outperform,41,231
oecd,61,365
cap,51,204
cdc,0,10
transplant,7,65
problemsolv,6,14
asymptot,10,176
commonlyus,1,11
freshman,3,7
tariffjump,0,8
dawn,1,6
empir,868,4702
albeit,3,76
nonstationar,1,21
death,184,512
wcce,0,6
headwind,0,9
cms,6,18
industryadjust,0,7
levelk,0,6
nonetheless,25,129
zscore,6,7
neumark,0,10
impact,1646,5785
rjvs,0,22
redeem,8,13
migrant,89,241
addon,3,8
ridg,0,7
fuller,1,7
bureaucraci,10,32
contractionari,6,97
advoc,10,91
tout,0,15
gomper,0,6
ecb,4,36
demanddriven,0,16
eurobaromet,3,6
melitzstyl,0,6
sluggish,14,47
strip,21,18
frontier,23,230
realloc,140,493
grain,9,27
yearold,10,31
restaur,41,127
middlewag,0,12
net,345,1492
edsg,0,6
nonhous,2,13
quotabas,0,6
intervent,313,1198
kuznet,1,13
lowriskavers,0,6
pipe,48,23
togeth,154,529
throughout,90,258
recycl,2,84
export,527,2175
refinanc,2,152
other,1600,6422
superl,0,8
adr,2,19
recognit,13,83
prescott,1,17
undergon,4,19
stayer,3,23
troop,4,6
lag,57,422
ceu,0,6
wellestablish,6,22
noninterest,0,6
she,13,72
falsif,1,18
prerequisit,1,17
wagepric,4,8
warfar,4,7
prepay,0,92
environ,261,999
secondbest,8,52
primari,183,699
dynast,1,27
mla,0,6
superstar,7,59
counterinsurg,2,23
threefourth,0,9
vagu,2,14
immobl,1,20
slovenia,0,6
wealthiest,8,12
marathon,0,9
crossequ,2,7
th,134,605
evidenc,11,16
epidemiolog,7,34
bottl,0,23
unequ,16,78
firstyear,2,41
ncee,0,6
coher,5,35
ps,0,10
flex,0,9
mp,8,18
railway,2,20
environmentalist,0,8
reinstat,1,6
outlet,28,35
instant,0,12
marketwid,10,36
switcher,0,16
lowabl,4,12
halfliv,0,8
graviti,15,155
divert,14,54
email,6,26
carlo,9,107
precious,0,10
turnov,84,440
eu,43,238
exact,48,244
nairu,7,18
pauciti,2,9
unemploy,337,1790
revel,6,43
multisector,13,73
discov,16,79
contemporari,27,108
build,176,718
plausibl,81,508
smoker,46,146
middleag,2,37
destruct,17,198
edgeworth,0,9
ctb,0,6
senior,37,227
transact,194,852
auerbach,0,13
roommat,2,31
widow,12,54
on,8608,34289
reform,575,2055
unearn,0,14
craft,6,16
causal,280,1047
paradigm,21,66
obscur,6,35
parsimoni,13,108
caveat,2,10
cid,0,6
injunct,4,9
align,37,98
hmos,16,42
elev,32,80
smallest,16,44
bma,0,6
new,1346,5712
monitor,96,464
america,44,303
smolyak,0,14
featur,348,1604
mmc,24,32
intersector,6,45
maker,30,256
textbook,26,66
preponder,0,7
reproduc,16,75
lowertail,0,10
pickup,1,18
nonviol,8,11
casestudi,4,6
nonmargin,1,7
suppli,560,2370
plantspecif,3,7
outof,0,7
articl,86,308
opportun,234,1096
bend,0,7
synonym,1,9
alik,13,18
european,140,722
emin,15,10
firstchild,0,6
willpow,0,20
postreform,5,14
disembodi,2,18
cqiv,0,25
noisi,23,65
berl,0,6
downwardslop,0,13
undiscount,0,7
ctot,0,10
exist,476,2071
yearbyyear,0,6
visa,16,28
escap,7,59
greatest,30,140
frustrat,2,14
cartel,20,28
prudent,2,10
wwii,17,36
pension,351,1013
covert,0,8
microgram,1,6
orthogon,3,48
flow,386,2108
wedlock,2,7
autonomi,7,81
endogen,307,1670
netoftax,3,28
dysfunct,2,10
fundamentalist,0,7
doom,1,7
alway,71,340
ration,119,995
brexit,5,7
anomali,29,202
cancer,56,106
frms,0,9
crowdout,24,69
purg,1,14
gaussian,0,39
lasso,0,27
chemic,29,41
housingmobl,0,7
recaptur,2,8
echo,9,11
incorrect,14,57
render,21,80
shortcom,3,65
opt,50,78
matcheddifferenceindiffer,0,8
sim,0,13
direct,483,2169
eros,10,26
recess,159,1030
ofc,0,7
pareto,35,167
interpret,184,1049
vehicl,74,303
boat,2,12
synthesi,6,28
discourag,47,181
resourc,257,1239
autarki,1,34
affiliatelevel,0,6
skew,32,244
milder,7,14
lessselect,0,13
longer,225,604
armslength,0,22
halfhour,0,7
anteced,4,9
healthplan,0,6
jackpot,0,7
elucid,7,13
tuna,0,7
fdi,91,636
collegi,4,6
surgeri,0,48
gtap,0,6
lessdisadvantag,0,6
moscow,1,8
attempt,126,578
nationbuild,0,10
eve,9,19
cashflow,7,87
fellow,7,34
mainstream,2,15
mark,61,244
tobin,26,114
fastgrow,11,31
summari,23,111
dimens,117,486
explos,3,38
impend,0,14
twitter,9,18
profitmaxim,5,45
la,1,31
spanish,45,36
widelyheld,1,11
job,605,2281
stifl,0,13
multibillion,0,7
venezuela,1,27
propoor,2,8
meltdown,0,19
linkag,71,361
creativ,14,154
statedchoic,0,8
priorit,5,22
ceil,5,77
retract,6,35
nonresid,2,25
dear,0,6
sow,0,10
ewic,0,12
betweengroup,0,17
malthus,0,12
patern,23,24
regret,3,24
spring,3,51
airlin,22,111
anyon,4,8
dead,10,13
rdds,0,6
parti,100,688
lockstep,0,8
arra,1,13
quasifix,0,33
hicksian,0,13
necessari,57,333
secondyear,2,7
infinitelyliv,2,10
measur,1536,6535
uptak,16,11
composit,209,917
inescap,1,6
lowbirth,0,7
inner,0,16
maintain,54,400
equit,11,25
walk,14,110
stage,124,436
twosector,10,47
textil,13,47
timediari,2,8
schoollevel,5,21
depth,28,68
whatsoev,0,8
sam,1,9
can,1688,8386
continu,209,871
rmbs,0,17
custodi,1,9
quanto,0,6
person,280,1030
closedeconomi,1,12
antitrust,7,133
store,79,236
reach,91,378
vineyard,2,6
donsker,0,6
daili,60,300
trillion,12,150
dld,0,8
top,177,831
nonexport,8,14
denot,1,14
will,533,3053
unannounc,1,12
nonneutr,7,27
schedul,55,251
crosscountri,91,447
stimul,61,202
trump,2,27
scientif,64,249
clearanc,1,11
unclear,18,51
nonbank,7,32
andhra,1,6
arab,0,14
poorest,40,57
balancesheet,12,32
overestim,34,89
childbirth,27,12
quartil,25,34
nonannuit,0,9
intergener,116,305
conting,28,159
revit,2,9
lake,0,9
cow,0,12
pledg,6,19
taxdriven,0,6
hank,0,6
ui,68,238
rat,0,20
bonus,50,96
vanguard,0,15
entrylevel,9,6
wealthier,18,41
discountr,0,9
stickyinform,0,10
countervail,16,31
hors,2,10
claim,210,955
harsher,3,9
biggest,7,26
welfareenhanc,4,11
premarit,1,16
outcomebas,0,8
localist,0,8
sacrific,1,39
iso,0,10
mimic,5,55
hardest,2,9
increment,15,157
intercept,0,12
haircut,22,33
sbtc,0,17
ergod,2,21
energyus,0,7
long,280,1364
bettercapit,0,9
cafc,0,8
betweenpat,0,6
twodigit,5,15
benefit,998,3975
breadth,11,32
progun,0,6
dualiti,0,6
businessasusu,0,11
scharfstein,0,6
act,192,862
curri,5,7
instead,144,690
domin,99,737
lcfs,0,29
distil,0,7
gsp,0,18
despit,217,888
cer,0,10
unattract,4,24
smoke,290,694
growthori,0,6
concurr,8,33
wive,31,73
eichengreen,0,9
nclb,18,22
affili,84,437
reckless,0,7
infrastructur,92,242
debttogdp,2,16
know,87,214
mislead,39,128
ill,106,168
offbal,3,15
bertrand,4,30
bolster,6,14
hyperbol,0,36
dragon,0,12
retain,56,214
heteroscedast,3,11
merchandis,1,24
transit,126,744
amplitud,2,13
good,509,3056
motion,4,28
crsp,2,19
nonresidenti,13,33
particl,0,13
credibl,44,326
calculus,1,16
deferr,13,10
bell,3,36
literatur,630,2387
firstpric,0,19
eht,0,8
timeconsum,0,7
iti,0,7
nonbusi,0,6
devalu,9,217
amidst,3,7
perform,788,3360
gm,5,10
multimarket,0,9
sarbanesoxley,2,9
fsp,0,9
save,549,2444
sin,2,35
seven,48,210
gay,8,10
recogn,33,256
acquir,76,422
prolifer,12,47
thirteen,2,37
phenomen,0,12
postwwii,2,13
prepolici,0,9
doublystochast,0,10
nearterm,5,26
geometr,2,12
donat,121,215
distress,58,249
min,0,8
sincer,5,9
esi,0,6
unsecur,8,22
circular,1,12
tactic,7,33
interindustri,7,34
subject,257,1285
conceiv,15,23
harp,0,24
priori,8,58
confin,9,47
babi,49,61
machin,38,151
unreal,1,22
selfselect,30,104
nervous,0,8
gq,0,14
ecommerc,20,52
willing,66,264
flaw,11,48
jersey,15,46
offens,9,70
russia,21,97
thin,7,31
lost,57,201
spousal,12,36
mean,225,1172
reestim,7,9
low,624,2872
countrylevel,14,49
nonoil,2,6
plenti,0,11
homicid,20,72
prohibit,24,96
empti,0,16
essenc,2,27
gordon,0,9
was,921,3268
microbas,0,7
scant,12,16
agreedupon,2,7
adopt,349,1201
am,3,26
ratebas,0,11
seminar,2,16
uip,0,42
misspecifi,4,28
associ,968,3303
descript,75,200
capitalintens,6,46
diabet,10,59
imposit,10,47
michigan,39,32
mask,28,68
caus,334,1566
actual,223,962
circumst,52,254
suppress,3,31
nondistortionari,1,18
rsns,0,6
weaker,59,264
gali,0,7
pivotalvot,0,6
lda,0,21
judd,0,8
suggest,1844,6335
cocain,10,75
siev,0,10
imput,32,96
impos,149,531
fruit,15,41
exploratori,0,31
stewardship,0,6
reserv,135,1062
industrylevel,13,100
gradualist,1,8
mimick,5,15
reemploy,10,36
oneyear,6,48
unexplain,8,51
delin,2,23
counteract,7,47
mismatch,47,153
epo,11,26
notori,1,20
superfund,18,16
nonoptim,1,9
model,3352,19577
shortsel,0,14
perpupil,3,6
sector,616,3098
understat,0,20
meteor,0,10
cascad,2,33
gross,45,317
apprenticeship,0,26
professor,6,58
straddl,0,15
bettermanag,0,16
fd,6,7
vivo,2,24
slum,20,20
compos,5,22
tlcom,0,6
antisemit,0,16
endang,0,7
unavail,12,25
et,36,188
kantor,0,12
steadi,41,209
consequenti,7,48
riskmanag,0,11
insignific,35,181
blue,22,46
nondistort,1,6
analysi,654,3580
ghg,0,33
award,60,184
disconnect,8,37
box,9,36
spd,0,7
cutter,0,8
temporari,92,338
prompt,43,47
acreag,1,7
raceethn,4,26
boombust,5,33
dualclass,6,7
neighbor,59,212
dakota,3,13
arriv,51,191
mae,0,11
sharehold,106,583
nonsmok,8,21
obstfeld,2,17
versatil,0,6
temporarili,15,72
bay,6,27
chilean,9,36
cohes,4,15
arbitrageur,2,44
slight,51,355
technician,0,7
onefactor,0,15
silicon,3,13
doortodoor,2,17
spike,22,76
separ,174,822
easili,45,245
instil,6,7
face,299,1487
icapm,1,19
usborn,6,40
nationalis,0,6
frisch,10,22
than,2448,9904
groundwat,6,7
slowli,30,159
hemispher,0,6
slide,2,7
intact,6,17
fulli,83,514
shrinkag,0,12
calvo,4,23
inadequaci,0,6
industrialist,1,6
libertarian,0,6
altern,287,1827
diabol,0,26
insur,1168,3326
fact,316,1616
ski,0,18
esplann,11,14
outpati,22,49
digest,0,6
stakehold,12,49
solow,4,64
invent,70,316
skillbias,6,78
ancestor,5,13
angrist,0,18
interfer,6,22
tworegion,0,8
see,77,295
kaplan,0,11
coresid,21,21
croat,0,8
nipa,13,28
allow,527,2534
from,4670,18755
recal,5,66
indirect,74,412
contextu,7,23
expiri,0,7
privatelyfund,0,6
predat,11,78
nationallyrepres,2,25
onesector,2,15
biotech,8,24
walrasian,1,16
disinvest,0,12
negat,578,2523
chebyshev,0,6
therapeut,20,47
municipalis,0,6
eventu,60,200
unus,4,15
investmentspecif,3,16
essay,3,59
confront,12,96
racespecif,9,8
petersen,0,7
communiti,222,522
remitt,36,54
miner,10,15
salari,39,283
mover,3,23
edit,1,7
blockchain,14,8
fixedwag,0,7
lengthen,2,25
twoway,6,47
sovereignbank,0,9
postcrisi,20,38
samesex,9,17
expectationbas,0,7
classspecif,0,6
project,162,1114
automobil,38,111
herein,0,7
surfac,7,15
deem,10,39
incom,1552,7207
twosampl,3,6
smooth,81,359
zwiebel,0,6
unintend,61,78
gamingrecr,0,6
manner,57,187
restart,0,6
twocountri,9,124
debtmanag,0,6
midth,6,6
disintermedi,0,8
nine,24,108
outweigh,25,52
session,8,55
earner,19,138
dens,5,28
princip,85,426
agenda,9,81
nondividendpay,0,8
nineteenth,27,104
comov,34,276
wellchild,0,6
semiconductor,12,29
perpetu,6,26
underutil,5,19
oversight,8,39
languag,50,136
permeat,2,8
equityeffici,0,10
innorig,0,12
balassasamuelson,0,27
backstop,0,12
sigma,0,18
c,39,180
shipper,0,8
injur,7,32
ltu,0,9
eprocur,0,21
dd,30,25
a,15168,70043
facetofac,7,22
bandwagon,0,10
safetynet,0,30
constitut,39,195
nearpoor,5,9
wonder,2,6
openeconomi,10,53
heckscherohlin,11,36
gpt,0,22
sudden,28,258
immatur,0,14
cf,0,7
laborqu,0,9
materi,48,200
coercion,0,29
cathol,23,49
genet,73,149
ccp,0,12
tto,1,10
taken,124,433
anomal,1,27
mcos,0,10
accru,26,138
yrbs,6,6
schoolag,8,14
gametheoret,2,23
roundabout,1,11
consumptionbas,2,32
feldstein,0,25
miron,0,6
forego,5,31
noncorpor,15,20
snow,0,9
natur,291,1571
prejudic,0,37
chanc,43,153
ownstat,1,6
contracept,28,21
photovolta,0,10
tunnel,13,22
ethnicraci,1,8
intensifi,9,74
nonhmo,2,9
metaanalysi,4,26
pppadjust,0,6
foreignown,12,45
focal,6,24
disposit,5,53
mainten,10,39
engel,5,19
mood,1,20
workshar,0,10
utilitymaxim,1,16
petrochem,0,6
singleequ,2,12
preworld,0,12
cvc,0,10
recip,0,8
sep,4,26
greenbook,0,8
translat,40,163
endem,6,7
shortmedium,0,6
underweight,5,9
hump,5,13
congressmen,3,14
dictat,12,59
dollardenomin,2,10
diagnost,13,73
but,1815,8001
put,49,341
secondord,3,23
teach,29,279
intang,37,90
automot,3,7
suicid,50,124
lowerperform,3,9
entrepreneuri,43,183
overview,19,94
necess,3,28
counterfeit,45,22
pill,29,12
queue,1,13
think,18,164
hamper,4,52
ninth,0,9
comprehend,1,11
cdhps,20,8
laffer,2,19
highwag,1,45
netherland,4,67
sold,47,160
yelp,0,15
myocardi,14,10
incompat,5,27
householdbas,1,6
lsap,0,17
lumpsum,12,72
processor,2,9
depriv,8,11
allingham,0,8
rivalri,4,28
pp,24,23
rubric,0,7
postcrash,0,6
oregon,19,35
locallyown,0,9
over,1388,6534
disinflationari,2,6
midwiv,3,9
shut,2,20
habitat,1,18
overvalu,15,90
regulatori,115,507
timetoplan,0,6
varbas,0,6
oneshot,0,12
heir,0,44
islamist,0,11
confidenti,11,42
rais,377,1884
nel,0,9
selfassess,21,37
user,80,313
giftgiv,0,8
riskneutr,0,40
rr,0,18
selfsuffici,8,17
establish,269,1210
genom,1,7
avers,112,615
veloc,1,77
ed,14,55
trustworthi,9,42
genuin,11,12
earthquak,20,35
ore,0,6
breakthrough,15,44
morn,3,15
scalabl,6,34
longdist,5,10
outdoor,6,20
resolut,25,121
advers,182,797
manag,502,2581
overdraft,13,15
staf,16,48
computer,1,45
precommit,2,25
ppos,4,8
activist,30,73
mathematician,0,9
revisit,11,183
workweek,0,12
childrear,1,8
antipoverti,13,20
solicit,25,24
worldwid,48,141
undistort,2,8
brought,14,91
anem,0,10
cleanup,16,24
jensen,0,12
coalfir,10,12
landless,0,9
ba,0,16
portion,43,240
aircraft,0,18
manpow,0,10
lay,5,52
pell,4,12
fifti,10,41
strengthen,24,190
deskil,2,6
pioneer,1,54
tendenc,51,291
rent,73,606
brazil,53,162
stretch,4,19
transvers,0,9
extrins,0,17
yet,211,696
burn,10,24
feenstra,0,9
consensus,28,178
sixteen,8,23
rebat,44,113
tenet,5,18
nonwinn,0,10
topographi,2,8
noncrisi,7,13
bankruptci,79,247
moral,64,333
typhoid,7,20
pbd,0,8
aaa,0,19
equilibr,0,13
tour,9,7
choic,711,2882
paygo,3,8
beer,17,59
invari,13,79
scrutin,0,8
approxim,193,1144
accus,10,6
ride,6,66
inexpens,9,15
run,227,1156
entiti,23,79
individualspecif,2,11
romano,0,6
subsidi,283,922
imprecis,17,65
ozon,18,24
movi,2,48
soe,30,58
midnight,0,7
liabil,93,661
basi,124,647
tirol,0,13
scaleup,0,12
lbw,10,20
nonrandom,11,48
sna,0,7
stigmat,0,10
surveil,19,45
driver,82,377
pap,0,7
staff,32,62
aig,0,7
punctuat,1,7
amplifi,34,213
diseconomi,4,7
conglomer,7,15
illdefin,0,6
disregard,7,13
coevolut,0,6
speed,26,212
cpesth,0,6
lps,8,25
discard,0,10
drug,456,1347
usher,0,6
prefectur,7,26
km,6,15
race,136,377
perunit,0,17
motiv,228,1064
mfa,19,6
movabl,0,11
opaqu,10,32
speaker,6,13
editor,0,15
contain,102,471
antiobes,0,6
arbitrarili,6,35
accid,24,109
junior,10,59
fcoj,0,18
surveyor,0,6
ffdm,0,6
site,91,115
oligopoli,3,61
nonminor,0,8
editori,0,11
thinner,3,8
impc,0,10
index,240,1541
anger,0,10
transcript,10,8
chapel,0,6
littl,563,1865
realbusinesscycl,2,7
ai,0,51
friendli,0,6
adjac,9,23
week,147,481
harvest,8,39
ethic,8,23
decemb,25,90
substanc,42,106
polar,11,167
countri,2005,9770
emp,0,22
fickl,0,9
pricetor,7,6
hart,0,9
inconclus,13,30
quicker,5,19
scatter,0,7
unambigu,12,52
carpet,0,6
afterward,18,25
holocaust,0,10
mouth,0,6
unfrug,0,6
payment,292,1215
close,258,1210
journal,7,119
capitalmarket,1,12
acemoglu,0,12
recombin,1,6
agreement,51,543
enorm,22,108
uzawa,0,10
temper,7,23
moder,86,346
chase,1,11
cours,51,342
oppon,8,35
rape,2,18
archiv,22,24
omit,35,136
ricardo,0,8
napoleon,0,9
dwindl,0,6
mentor,30,28
union,107,1044
lihtc,4,8
buffalo,0,9
bind,55,230
command,6,48
geolog,0,9
preferenceswhich,0,6
underprovis,9,10
contextdepend,0,10
issu,304,1757
nowaday,0,6
three,510,2376
dummi,5,29
crunch,12,36
coordin,67,369
reexamin,23,127
lift,12,33
flypap,0,11
footwear,1,9
homeland,1,16
misvalu,12,16
lowestcost,0,6
mysteri,2,13
hopenhayn,0,9
twoperson,2,14
sender,16,20
centimet,1,6
lesser,12,66
confeder,7,6
ambient,14,25
yale,0,16
holmstrom,0,7
oil,87,448
illiquid,26,216
descend,11,17
surplus,52,466
expans,277,885
pih,3,7
assist,104,321
investmenttoasset,0,6
usv,0,6
sport,7,24
georeferenc,0,7
wors,115,345
accompani,44,258
subsaharan,26,56
intermediari,64,286
canada,71,387
slow,52,309
longerterm,15,68
wartim,6,17
nonparametr,22,225
basel,1,6
classif,30,109
safer,3,37
disproportion,70,277
harsh,0,16
laborsuppli,0,7
nebraska,0,6
hightechnolog,1,20
scrambl,0,11
crosstim,0,8
risen,22,123
unauthor,1,8
doi,1,6
hoover,0,6
onset,18,106
rsquar,1,21
ghetto,1,6
earlyentri,0,6
nih,22,47
bomb,2,13
character,180,1191
sourcebas,0,6
pinpoint,3,13
glow,0,19
begin,138,452
sixth,5,26
renminbi,1,20
nobel,0,11
ipum,2,8
auditor,17,15
stateown,21,61
laborforc,3,32
salesman,0,7
unaccount,3,9
startl,0,10
chief,21,61
primat,0,14
hs,2,8
cpe,0,8
complement,36,270
court,76,214
euro,50,301
teammat,0,8
expens,178,436
ttc,0,32
resourcerich,1,6
infertil,3,7
nondur,20,74
dilut,5,20
flatter,4,22
bmi,37,158
util,389,1524
metaanalys,2,8
shave,0,6
pivot,4,19
thrive,1,14
reagan,0,20
goal,101,502
casino,2,26
psychotherapi,0,8
cue,22,17
birth,599,854
poor,485,1418
reevalu,1,16
friend,45,196
deindustri,4,24
cash,278,1198
concur,1,9
transport,86,393
own,304,998
stw,0,9
rebuild,3,10
function,314,1697
quantitybas,1,10
decentr,56,213
instantan,3,30
script,0,8
punish,28,166
vocat,14,72
prudenc,0,8
ship,32,71
depart,83,247
euler,8,54
funder,3,7
barter,4,8
depositori,0,6
sectorspecif,8,24
skip,0,8
correspond,75,468
confirm,100,569
pro,2,26
protest,2,80
inher,53,111
subsidiari,44,85
nonrevenuerais,0,7
inlaw,0,7
camera,1,15
vest,15,52
gbl,0,12
preanalysi,4,11
underreact,8,47
enabl,74,323
exuber,2,8
vbf,0,18
bush,0,19
catalyz,2,15
undercount,0,11
highearn,2,13
steal,2,29
taxsim,1,14
chang,2062,8898
autoregress,20,148
panacea,1,6
litmus,0,8
minnesota,5,6
laureat,0,10
residu,38,192
aiyagaribewleyhuggett,0,8
carrier,22,30
likelihood,216,704
etr,0,14
buyback,2,12
spearhead,0,7
bibliograph,1,7
stockmarket,8,50
elder,177,595
machineri,7,48
berlin,0,8
radic,12,88
commensur,7,22
ton,26,40
mandatoryaccess,0,6
lowerqu,0,17
risktak,23,83
ipo,45,140
suprem,11,27
sacrif,5,11
oldag,22,65
aptitud,14,18
peasant,0,17
greedi,0,6
communic,57,323
spenc,0,6
ver,0,13
debthold,0,12
lex,0,6
gale,1,27
knowledg,328,916
minus,12,48
jew,0,19
ilbd,0,19
epa,10,12
incomebas,1,21
care,1132,2262
automat,48,142
uncov,61,222
irrespect,17,21
train,135,474
higherrank,1,6
duplic,3,8
pigouvian,5,39
postneonat,4,13
wash,0,6
onechild,0,10
sellsid,2,6
reliabl,12,192
nonwhit,13,98
small,597,2421
mas,6,13
had,500,1754
win,67,240
undesir,10,50
sulfur,2,31
platform,34,178
anonym,14,66
grandpar,0,7
inferenti,0,8
deregist,0,9
duopoli,4,25
rer,9,39
synergist,0,8
mba,9,15
proactiv,1,14
heircontrol,0,8
learningbydo,3,37
perpetr,6,15
shower,0,8
phoenix,0,15
felt,6,26
battl,3,26
mcgrattan,1,7
ago,18,84
kilomet,6,18
owner,76,336
bop,0,6
wealthag,0,7
conflict,68,560
note,35,196
swift,2,15
timedepend,3,27
unitari,4,18
outstand,12,106
desensit,0,10
resort,4,78
nonpat,1,7
ghost,0,7
printer,0,9
pool,84,368
monet,3,27
wind,18,57
approv,31,183
mfn,0,44
philadelphia,2,57
studentteach,1,7
diewert,0,6
payback,0,7
dfs,0,10
wider,12,77
rsd,0,8
advantag,222,1084
equival,83,460
describ,188,877
differ,2211,8768
ol,48,141
fama,7,55
solvenc,0,90
bolling,1,6
misclassif,4,7
admiss,106,298
skillintens,8,41
reapprehens,0,12
world,333,1943
shannon,0,7
vytlacil,0,6
middleskil,1,15
lifespan,8,19
roosevelt,0,32
nss,0,12
titl,21,67
stumbl,1,10
quid,0,14
situ,0,10
vc,13,61
selfesteem,4,20
gbt,0,8
detract,4,11
formul,31,214
instrumentalvari,1,13
bhc,0,37
durabl,39,341
geotag,0,7
flat,20,146
riskiest,2,9
defin,189,718
shanghai,0,26
resal,8,42
six,70,328
ridehail,0,8
mincerian,0,8
up,268,1293
contract,386,1927
riskmetr,0,7
norway,50,59
manovskii,0,7
singlecross,0,7
buyout,3,162
everyon,10,37
fastest,7,22
rebound,6,53
nowcast,0,7
pulmonari,0,13
apprais,0,18
warn,15,50
noncognit,23,115
horizont,12,110
na,0,10
timeseri,39,206
inferior,5,52
precursor,5,11
grand,0,7
decil,13,83
gram,9,29
modest,100,577
seventi,2,10
era,37,215
hama,0,6
naiv,4,80
midcar,2,8
commenc,9,13
maritim,0,7
diebold,0,9
ef,0,6
bidder,32,224
reviv,2,35
potenc,0,11
portfoliobal,0,22
zeropric,0,9
israel,4,78
perstud,0,9
nationwid,18,93
giftexchang,0,6
highabl,4,17
nonmed,0,10
ph,4,6
disguis,1,17
defer,44,77
nhn,0,8
whenev,7,57
emul,2,17
rural,124,366
perenni,5,6
pocket,11,25
tverski,3,8
sea,1,22
unsubsid,2,9
strand,4,22
demonstr,233,1021
ssri,0,6
earlystag,14,36
telecom,4,25
recomput,0,9
fals,18,101
successor,3,14
hong,34,69
feedback,45,218
microeconometr,3,28
noncitizen,6,6
nonroutin,3,19
custom,159,449
mussa,0,7
pathogen,0,6
subcoalit,0,6
wealthhold,2,13
stanc,9,35
neckandneck,0,17
collector,0,8
wheat,6,22
frontload,7,13
fvas,0,8
anytim,0,9
nontariff,1,21
past,346,1330
calibr,175,713
fashion,11,68
decent,0,7
driven,256,1033
oral,22,6
fade,9,42
wellinform,10,7
shorter,40,145
leakag,20,61
smith,2,26
windfal,6,64
antiretrovir,3,13
tradeweight,3,6
certain,119,488
persontoperson,0,7
fraudul,5,8
mo,1,7
statut,9,48
banklevel,7,12
novelti,2,23
comparison,150,693
mayor,9,63
markettobook,6,25
outbreak,8,19
coalpow,0,9
fha,0,37
efa,0,6
short,194,1009
ordin,25,30
fueleffici,10,9
dxa,0,6
hrha,0,14
indiscrimin,4,11
tip,8,94
sister,7,30
desk,0,15
afterfe,1,8
minneapoli,2,12
peculiar,2,9
qtheori,2,10
employersponsor,19,43
coal,52,103
ohio,3,8
pse,0,9
dentist,6,30
around,213,866
epsteinzinweil,0,6
levi,2,57
gps,0,20
yen,0,88
surg,35,111
plagu,9,41
stock,580,3972
categori,107,367
illusori,0,6
pollut,249,631
countryspecif,22,107
lowfrequ,0,31
equityfinanc,0,6
ostens,0,7
life,368,1407
thorough,2,24
accord,127,561
ancestri,2,8
main,285,1639
narrow,64,228
fatal,28,118
abund,15,98
latergener,0,11
unoffici,0,11
clo,0,9
classmat,3,32
nonanonym,0,6
infinitesim,0,15
firstborn,29,9
onestop,0,6
illicit,38,70
plantlevel,47,72
until,60,332
atkinson,2,7
corrobor,10,63
presid,19,111
workplac,83,187
reallif,2,8
durat,99,510
selfemploy,53,193
pharmaci,25,70
ds,3,10
wage,1034,5313
depress,102,535
inadvert,4,16
also,1907,8067
smallscal,4,31
sepreli,0,6
share,749,3167
communitylevel,7,7
reclassif,8,23
inflow,79,439
governor,13,34
ltd,0,20
never,48,153
lifeextens,0,6
differenti,370,1449
judiciari,3,13
dealership,8,11
transatlant,0,8
emphas,110,485
lifelong,8,14
onetim,10,37
remain,271,1228
shortfal,12,75
aim,86,371
wellspecifi,0,13
